
1.025000000000000000e+03,1.000000000000000000e+03
1.026000000000000000e+03,1.000000000000000000e+03
1.027000000000000000e+03,1.000000000000000000e+03
1.029000000000000000e+03,1.001000000000000000e+03

1.034000000000000000e+03,1.001000000000000000e+03

1.037000000000000000e+03,1.002000000000000000e+03
1.036000000000000000e+03,1.002000000000000000e+03
1.035000000000000000e+03,1.002000000000000000e+03
1.032000000000000000e+03,1.002000000000000000e+03
1.031000000000000000e+03,1.002000000000000000e+03
1.030000000000000000e+03,1.002000000000000000e+03
1.028000000000000000e+03,1.002000000000000000e+03
1.024000000000000000e+03,1.002000000000000000e+03
1.022000000000000000e+03,1.002000000000000000e+03

1.041000000000000000e+03,1.002000000000000000e+03
1.040000000000000000e+03,1.002000000000000000e+03
1.039000000000000000e+03,1.002000000000000000e+03
1.038000000000000000e+03,1.002000000000000000e+03
1.037000000000000000e+03,1.003000000000000000e+03
1.035000000000000000e+03,1.003000000000000000e+03
1.034000000000000000e+03,1.003000000000000000e+03
1.033000000000000000e+03,1.003000000000000000e+03
1.021000000000000000e+03,1.003000000000000000e+03
1.020000000000000000e+03,1.003000000000000000e+03

1.036000000000000000e+03,1.003000000000000000e+03
1.043000000000000000e+03,1.003000000000000000e+03
1.042000000000000000e+03,1.003000000000000000e+03

1.017000000000000000e+03,1.004000000000000000e+03

1.019000000000000000e+03,1.004000000000000000e+03

1.015000000000000000e+03,1.004000000000000000e+03
1.016000000000000000e+03,1.004000000000000000e+03
1.044000000000000000e+03,1.005000000000000000e+03
1.045000000000000000e+03,1.005000000000000000e+03
1.046000000000000000e+03,1.005000000000000000e+03
1.012000000000000000e+03,1.006000000000000000e+03

1.014000000000000000e+03,1.006000000000000000e+03

1.011000000000000000e+03,1.006000000000000000e+03
1.047000000000000000e+03,1.007000000000000000e+03
1.048000000000000000e+03,1.007000000000000000e+03

1.010000000000000000e+03,1.007000000000000000e+03
1.049000000000000000e+03,1.007000000000000000e+03
1.050000000000000000e+03,1.007000000000000000e+03



1.052000000000000000e+03,1.008000000000000000e+03
1.009000000000000000e+03,1.008000000000000000e+03

1.051000000000000000e+03,1.009000000000000000e+03

1.008000000000000000e+03,1.009000000000000000e+03
1.053000000000000000e+03,1.009000000000000000e+03
1.054000000000000000e+03,1.010000000000000000e+03



1.054000000000000000e+03,1.010000000000000000e+03


1.008000000000000000e+03,1.011000000000000000e+03

1.007000000000000000e+03,1.012000000000000000e+03
1.054000000000000000e+03,1.012000000000000000e+03



1.053000000000000000e+03,1.013000000000000000e+03
1.053000000000000000e+03,1.013000000000000000e+03
1.008000000000000000e+03,1.014000000000000000e+03


1.052000000000000000e+03,1.014000000000000000e+03


1.009000000000000000e+03,1.015000000000000000e+03
1.051000000000000000e+03,1.015000000000000000e+03
1.052000000000000000e+03,1.016000000000000000e+03
1.051000000000000000e+03,1.016000000000000000e+03
1.050000000000000000e+03,1.016000000000000000e+03

1.010000000000000000e+03,1.017000000000000000e+03
1.011000000000000000e+03,1.017000000000000000e+03
1.012000000000000000e+03,1.017000000000000000e+03
1.014000000000000000e+03,1.017000000000000000e+03
1.049000000000000000e+03,1.018000000000000000e+03
1.050000000000000000e+03,1.018000000000000000e+03


1.015000000000000000e+03,1.018000000000000000e+03
1.016000000000000000e+03,1.019000000000000000e+03
1.048000000000000000e+03,1.019000000000000000e+03
1.049000000000000000e+03,1.019000000000000000e+03

1.047000000000000000e+03,1.019000000000000000e+03
1.046000000000000000e+03,1.019000000000000000e+03

1.018000000000000000e+03,1.020000000000000000e+03
1.019000000000000000e+03,1.020000000000000000e+03


1.045000000000000000e+03,1.020000000000000000e+03
1.044000000000000000e+03,1.020000000000000000e+03

1.021000000000000000e+03,1.021000000000000000e+03
1.020000000000000000e+03,1.021000000000000000e+03


1.031000000000000000e+03,1.021000000000000000e+03
1.035000000000000000e+03,1.021000000000000000e+03



1.043000000000000000e+03,1.021000000000000000e+03
1.041000000000000000e+03,1.021000000000000000e+03
1.039000000000000000e+03,1.021000000000000000e+03
1.038000000000000000e+03,1.021000000000000000e+03
1.037000000000000000e+03,1.021000000000000000e+03
1.036000000000000000e+03,1.022000000000000000e+03
1.034000000000000000e+03,1.022000000000000000e+03
1.029000000000000000e+03,1.022000000000000000e+03
1.030000000000000000e+03,1.022000000000000000e+03
1.032000000000000000e+03,1.022000000000000000e+03

1.022000000000000000e+03,1.022000000000000000e+03
1.023000000000000000e+03,1.022000000000000000e+03

1.026000000000000000e+03,1.022000000000000000e+03
1.027000000000000000e+03,1.022000000000000000e+03
1.028000000000000000e+03,1.022000000000000000e+03
1.025000000000000000e+03,1.022000000000000000e+03
1.038000000000000000e+03,1.022000000000000000e+03




1.039000000000000000e+03,1.022000000000000000e+03
1.037000000000000000e+03,1.022000000000000000e+03
1.040000000000000000e+03,1.022000000000000000e+03
1.035000000000000000e+03,1.022000000000000000e+03
1.034000000000000000e+03,1.022000000000000000e+03
1.033000000000000000e+03,1.022000000000000000e+03
1.024000000000000000e+03,1.022000000000000000e+03

1.036000000000000000e+03,1.023000000000000000e+03




